arrangement_id	ast_status	canonical_eight_factors	coefficient_domain	parse_warnings	raw_equation	top_level_factor_count
300	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""((A0+A2)*x+(A0+A2)*y+A2*t)"", ""((A0+A2)*x+(A0+A1+2*A2)*y+(A1+A2)*z+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz((A_{0} + A_{2})x + (A_{0} + A_{2})y + A_{2}t)((A_{0} + A_{2})x + (A_{0} + A_{1} + 2A_{2})y + (A_{1} + A_{2})z + A_{2}t)t(x + y + z + t)	8
301	parsed	"[""x"", ""(A2*x+(-A1+A2)*y+(-A1+A2)*z)"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""((A0-A1)*x+(A0-A1)*y+A2*t)"", ""(A0*y+A1*z+A2*t)""]"	Q(parameters)		x(A_{2}x + (-A_{1} + A_{2})y + (-A_{1} + A_{2})z)yzt(x + y + z + t)((A_{0} - A_{1})x + (A_{0} - A_{1})y + A_{2}t)(A_{0}y + A_{1}z + A_{2}t)	8
302	parsed	"[""x"", ""y"", ""z"", ""((A0-A2)*x+(A1-A2)*y+(A1-A2)*z)"", ""(A2*x+A0*y+A2*t)"", ""t"", ""(A0*x+A0*y+A1*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} - A_{2})x + (A_{1} - A_{2})y + (A_{1} - A_{2})z)(A_{2}x + A_{0}y + A_{2}t)t(A_{0}x + A_{0}y + A_{1}z + A_{2}t)(x + y + z + t)	8
303	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""(A0*x+A0*y+A2*t)"", ""(x+y+z+t)"", ""((A0+A2)*y+A2*z+A2*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt(A_{0}x + A_{0}y + A_{2}t)(x + y + z + t)((A_{0} + A_{2})y + A_{2}z + A_{2}t)	8
304	parsed	"[""x"", ""y"", ""(A1*x+(-A0+A1)*y+A1*z)"", ""z"", ""(A0*x+A0*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A0*z+A2*t)""]"	Q(parameters)		xy(A_{1}x + (-A_{0} + A_{1})y + A_{1}z)z(A_{0}x + A_{0}y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{0}z + A_{2}t)	8
305	parsed	"[""x"", ""y"", ""z"", ""(x-y+z)"", ""(A0*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A2*z+A2*t)""]"	Q(parameters)		xyz(x - y + z)(A_{0}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{0}x + A_{2}z + A_{2}t)	8
306	parsed	"[""x"", ""(A0*x+A0*y+(A0+A1)*z)"", ""y"", ""z"", ""(A1*x+A2*y+(A0+A1)*t)"", ""(-A0*x+A2*z-A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{0}y + (A_{0} + A_{1})z)yz(A_{1}x + A_{2}y + (A_{0} + A_{1})t)(-A_{0}x + A_{2}z - A_{0}t)t(x + y + z + t)	8
307	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)"", ""(A0*x-A0*y+A1*z)"", ""(A2*x-A0*y+A1*z+A1*t)""]"	Q(parameters)		x(x + t)y(y + t)z(z + t)(A_{0}x - A_{0}y + A_{1}z)(A_{2}x - A_{0}y + A_{1}z + A_{1}t)	8
308	parsed	"[""x"", ""y"", ""(A1*x+A0*y+A1*z)"", ""z"", ""(-A0*x-A0*y+A2*t)"", ""t"", ""(A2*x+A1*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{1}x + A_{0}y + A_{1}z)z(-A_{0}x - A_{0}y + A_{2}t)t(A_{2}x + A_{1}z + A_{2}t)(x + y + z + t)	8
309	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(z+t)"", ""(x+y+z+t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(z + t)(x + y + z + t)(x + t)(y + t)	8
310	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(A0*x+A2*y+A2*t)"", ""((A0+A2)*x+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)t(A_{0}x + A_{2}y + A_{2}t)((A_{0} + A_{2})x + A_{2}z + A_{2}t)(x + y + z + t)	8
311	parsed	"[""x"", ""y"", ""z"", ""((A0-A2)*x+(A1-A2)*y+(A0-A2)*z)"", ""(A0*x+A1*y+A2*t)"", ""t"", ""(A1*x+A1*y+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} - A_{2})x + (A_{1} - A_{2})y + (A_{0} - A_{2})z)(A_{0}x + A_{1}y + A_{2}t)t(A_{1}x + A_{1}y + A_{2}z + A_{2}t)(x + y + z + t)	8
312	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(A0*x+A1*y-A1*z)"", ""z"", ""(z+t)"", ""(A2*x+A0*y+A1*z+(A0+A2)*t)""]"	Q(parameters)		xy(y + t)(x + t)(A_{0}x + A_{1}y - A_{1}z)z(z + t)(A_{2}x + A_{0}y + A_{1}z + (A_{0} + A_{2})t)	8
313	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""((-A0+A1)*x+A1*y+A1*t)"", ""(A1*y+A2*z+(A1-A2)*t)"", ""y"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)((-A_{0} + A_{1})x + A_{1}y + A_{1}t)(A_{1}y + A_{2}z + (A_{1} - A_{2})t)yzt(x + y + z + t)	8
314	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(A0*x+A1*y-A1*z)"", ""z"", ""(z+t)"", ""(A0*x+A2*y+A2*z+(A0+A2)*t)""]"	Q(parameters)		xy(y + t)(x + t)(A_{0}x + A_{1}y - A_{1}z)z(z + t)(A_{0}x + A_{2}y + A_{2}z + (A_{0} + A_{2})t)	8
315	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(y+t)"", ""(x+t)"", ""(A0*x+A2*y+A2*z+A2*t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(y + t)(x + t)(A_{0}x + A_{2}y + A_{2}z + A_{2}t)(z + t)	8
316	parsed	"[""x"", ""y"", ""z"", ""(A1*x+A1*y+(A1-A2)*z)"", ""t"", ""(A0*x+A1*y+A2*t)"", ""((-A0+A1)*x+(A1-A2)*z+(A1-A2)*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}x + A_{1}y + (A_{1} - A_{2})z)t(A_{0}x + A_{1}y + A_{2}t)((-A_{0} + A_{1})x + (A_{1} - A_{2})z + (A_{1} - A_{2})t)(x + y + z + t)	8
317	parsed	"[""x"", ""y"", ""(A0**2*x+A1*A2*y+(A1**2+A1*A2)*z)"", ""z"", ""(A0**2*x+A1*A2*y+(A1*A2+A2**2)*t)"", ""t"", ""(x+y+z+t)"", ""(A0**2*x+A0**2*y+A1*A2*z+A1*A2*t)""]"	Q(parameters)		xy(A_{0}^2x + A_{1}A_{2}y + (A_{1}^2 + A_{1}A_{2})z)z(A_{0}^2x + A_{1}A_{2}y + (A_{1}A_{2} + A_{2}^2)t)t(x + y + z + t)(A_{0}^2x + A_{0}^2y + A_{1}A_{2}z + A_{1}A_{2}t)	8
318	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(x+y-z)"", ""z"", ""(z+t)"", ""(A0*x+A1*y+A2*z+(A0+A1+2*A2)*t)""]"	Q(parameters)		xy(y + t)(x + t)(x + y - z)z(z + t)(A_{0}x + A_{1}y + A_{2}z + (A_{0} + A_{1} + 2A_{2})t)	8
319	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A0*x+A2*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A2*z+A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{0}x + A_{2}y + A_{2}t)t(x + y + z + t)(A_{0}x + A_{2}z + A_{2}t)	8
320	parsed	"[""x"", ""y"", ""(A2*y+A0*z+A1*t)"", ""(A0*x+A1*y+A0*z+A1*t)"", ""(A2*x+A2*y+A0*z)"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{2}y + A_{0}z + A_{1}t)(A_{0}x + A_{1}y + A_{0}z + A_{1}t)(A_{2}x + A_{2}y + A_{0}z)zt(x + y + z + t)	8
321	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A1*z)"", ""(z+t)"", ""(A0*x+A2*y+A2*z+A2*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{1}z)(z + t)(A_{0}x + A_{2}y + A_{2}z + A_{2}t)(x + t)(y + t)	8
322	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A1*x+A1*y+A2*z+A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{1}x + A_{1}y + A_{2}z + A_{2}t)	8
323	parsed	"[""x"", ""y"", ""z"", ""((A0-A1)*x+A0*y+A0*z)"", ""(A1*x+A1*y+A0*t)"", ""t"", ""(A1*y+A2*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} - A_{1})x + A_{0}y + A_{0}z)(A_{1}x + A_{1}y + A_{0}t)t(A_{1}y + A_{2}z + A_{0}t)(x + y + z + t)	8
324	parsed	"[""x"", ""y"", ""(A0*A2*x+A0*A1*z+(A0*A1+A1*A2)*t)"", ""((A0*A1+A1*A2)*x+(A0*A1+A1*A2-A2**2)*y+A0*A1*z+(A0*A1+A1*A2)*t)"", ""z"", ""(A2*x+A2*y+A1*z)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}A_{2}x + A_{0}A_{1}z + (A_{0}A_{1} + A_{1}A_{2})t)((A_{0}A_{1} + A_{1}A_{2})x + (A_{0}A_{1} + A_{1}A_{2} - A_{2}^2)y + A_{0}A_{1}z + (A_{0}A_{1} + A_{1}A_{2})t)z(A_{2}x + A_{2}y + A_{1}z)t(x + y + z + t)	8
325	parsed	"[""x"", ""y"", ""z"", ""(A0*x+(A1+A2)*y+A0*z)"", ""((A1**2+A1*A2)*x+A0*A2*z+A1*A2*t)"", ""((A1*A2+A2**2)*y+A0*A2*z+A1*A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + (A_{1} + A_{2})y + A_{0}z)((A_{1}^2 + A_{1}A_{2})x + A_{0}A_{2}z + A_{1}A_{2}t)((A_{1}A_{2} + A_{2}^2)y + A_{0}A_{2}z + A_{1}A_{2}t)t(x + y + z + t)	8
326	parsed	"[""x"", ""y"", ""(A2*x+A0*y+A0*z)"", ""z"", ""((A0-A1)*x+A1*y+(A0-A1)*t)"", ""t"", ""(A2*x+A0*y+(A0-A1)*z+(A0-A1)*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{2}x + A_{0}y + A_{0}z)z((A_{0} - A_{1})x + A_{1}y + (A_{0} - A_{1})t)t(A_{2}x + A_{0}y + (A_{0} - A_{1})z + (A_{0} - A_{1})t)(x + y + z + t)	8
327	parsed	"[""x"", ""y"", ""z"", ""((-A0+A2)*x+(-A0+A2)*y+A2*z)"", ""t"", ""(A0*x+A1*y+A2*t)"", ""((A0-A1)*x+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((-A_{0} + A_{2})x + (-A_{0} + A_{2})y + A_{2}z)t(A_{0}x + A_{1}y + A_{2}t)((A_{0} - A_{1})x + A_{2}z + A_{2}t)(x + y + z + t)	8
328	parsed	"[""x"", ""y"", ""(A1*x+A2*y+A2*z)"", ""z"", ""t"", ""(A2*x+A0*y+A2*t)"", ""(x+y+z+t)"", ""(A1*x+A0*y+A2*z+A2*t)""]"	Q(parameters)		xy(A_{1}x + A_{2}y + A_{2}z)zt(A_{2}x + A_{0}y + A_{2}t)(x + y + z + t)(A_{1}x + A_{0}y + A_{2}z + A_{2}t)	8
329	parsed	"[""x"", ""y"", ""z"", ""(A0*x-A0*y+A1*z)"", ""(z+t)"", ""(A0*x+A2*y+A3*z+A3*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x - A_{0}y + A_{1}z)(z + t)(A_{0}x + A_{2}y + A_{3}z + A_{3}t)(x + t)(y + t)	8
330	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""(A0*x+A2*y+A0*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t(A_{0}x + A_{2}y + A_{0}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
331	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A1*z)"", ""(z+t)"", ""(A2*x+A3*y+(A2+A3)*z+(A2+A3)*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{1}z)(z + t)(A_{2}x + A_{3}y + (A_{2} + A_{3})z + (A_{2} + A_{3})t)(x + t)(y + t)	8
332	parsed	"[""x"", ""y"", ""(A3*x+A0*y+A0*z)"", ""z"", ""t"", ""(A1*x+A2*y+A3*t)"", ""(x+y+z+t)"", ""(A3*x+A2*y+A0*z+A3*t)""]"	Q(parameters)		xy(A_{3}x + A_{0}y + A_{0}z)zt(A_{1}x + A_{2}y + A_{3}t)(x + y + z + t)(A_{3}x + A_{2}y + A_{0}z + A_{3}t)	8
333	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+A3*z+A3*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{0}x + A_{0}y + A_{3}z + A_{3}t)	8
334	parsed	"[""x"", ""(x+t)"", ""((-A0-A1)*x+A0*y+A1*z)"", ""(A2*x+A0*y+A1*z+A3*t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(x + t)((-A_{0} - A_{1})x + A_{0}y + A_{1}z)(A_{2}x + A_{0}y + A_{1}z + A_{3}t)y(y + t)z(z + t)	8
335	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A0*y+A2*t)"", ""t"", ""(A0*y+A3*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{0}y + A_{2}t)t(A_{0}y + A_{3}z + A_{2}t)(x + y + z + t)	8
336	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(z+t)"", ""(A0*x+A1*y+A3*z+A3*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(z + t)(A_{0}x + A_{1}y + A_{3}z + A_{3}t)(x + t)(y + t)	8
337	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)"", ""(A0*x+A1*y+A2*z)"", ""(A3*x+A1*y+A2*z+(A1+A2+A3)*t)""]"	Q(parameters)		x(x + t)y(y + t)z(z + t)(A_{0}x + A_{1}y + A_{2}z)(A_{3}x + A_{1}y + A_{2}z + (A_{1} + A_{2} + A_{3})t)	8
338	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A0*z)"", ""z"", ""((A0-A1)*x+(A0-A1)*y+A0*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A2*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{0}z)z((A_{0} - A_{1})x + (A_{0} - A_{1})y + A_{0}t)t(x + y + z + t)(A_{0}x + A_{2}z + A_{3}t)	8
339	parsed	"[""x"", ""y"", ""z"", ""((-A1+A2)*x+(-A1+A2)*y+A2*z)"", ""t"", ""(A0*x+A1*y+A2*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((-A_{1} + A_{2})x + (-A_{1} + A_{2})y + A_{2}z)t(A_{0}x + A_{1}y + A_{2}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
340	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A0*t)"", ""t"", ""(A2*x+A2*y+A3*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{0}t)t(A_{2}x + A_{2}y + A_{3}z + A_{0}t)(x + y + z + t)	8
341	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""((-A0+A3)*x+A3*y+A3*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t((-A_{0} + A_{3})x + A_{3}y + A_{3}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
342	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""((-A1+A2)*x+(-A1+A2)*y+A2*t)"", ""(A0*x+A3*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t((-A_{1} + A_{2})x + (-A_{1} + A_{2})y + A_{2}t)(A_{0}x + A_{3}z + A_{0}t)(x + y + z + t)	8
343	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""((A0-A2)*x+(A1-A2)*y+(A1-A2)*t)"", ""t"", ""(x+y+z+t)"", ""(A3*x+A1*y+A2*z+A3*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)((A_{0} - A_{2})x + (A_{1} - A_{2})y + (A_{1} - A_{2})t)t(x + y + z + t)(A_{3}x + A_{1}y + A_{2}z + A_{3}t)	8
344	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A3*y+(A0-A1)*z+A0*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{2}t)t(x + y + z + t)(A_{3}y + (A_{0} - A_{1})z + A_{0}t)	8
345	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""((A0-A1+A2)*x+(A0-A1)*y-A1*t)"", ""(A2*x+(-A0+A1)*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t((A_{0} - A_{1} + A_{2})x + (A_{0} - A_{1})y - A_{1}t)(A_{2}x + (-A_{0} + A_{1})z + A_{3}t)(x + y + z + t)	8
346	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)"", ""(A0*x+A1*y+A2*z)"", ""(A3*x+A1*y+A2*z+(A2+A3)*t)""]"	Q(parameters)		x(x + t)y(y + t)z(z + t)(A_{0}x + A_{1}y + A_{2}z)(A_{3}x + A_{1}y + A_{2}z + (A_{2} + A_{3})t)	8
347	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A2*x+A0*z+A2*t)"", ""(A3*x+A1*y+A0*z+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{2}x + A_{0}z + A_{2}t)(A_{3}x + A_{1}y + A_{0}z + A_{2}t)t(x + y + z + t)	8
348	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A3*y+A1*z+A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{2}t)t(x + y + z + t)(A_{0}x + A_{3}y + A_{1}z + A_{2}t)	8
349	parsed	"[""x"", ""y"", ""(A1*x+A0*y+A0*z)"", ""z"", ""t"", ""(A0*x+A0*y+A3*t)"", ""(x+y+z+t)"", ""(A1*x+A0*y+A2*z+A3*t)""]"	Q(parameters)		xy(A_{1}x + A_{0}y + A_{0}z)zt(A_{0}x + A_{0}y + A_{3}t)(x + y + z + t)(A_{1}x + A_{0}y + A_{2}z + A_{3}t)	8
350	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""(A0*x+A2*y+A3*t)"", ""((A0-A2)*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t(A_{0}x + A_{2}y + A_{3}t)((A_{0} - A_{2})x + A_{3}z + A_{3}t)(x + y + z + t)	8
351	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A2*x+A3*y+A0*t)"", ""t"", ""(A3*y+(A0-A1)*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{2}x + A_{3}y + A_{0}t)t(A_{3}y + (A_{0} - A_{1})z + A_{0}t)(x + y + z + t)	8
352	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""((-A1+A2-A3)*x+(-A1+A2)*y+A2*t)"", ""(A3*x+(-A1+A2)*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t((-A_{1} + A_{2} - A_{3})x + (-A_{1} + A_{2})y + A_{2}t)(A_{3}x + (-A_{1} + A_{2})z + A_{3}t)(x + y + z + t)	8
353	parsed	"[""x"", ""y"", ""z"", ""((A1-A3)*x+A2*y+A0*z)"", ""(z+t)"", ""(A1*x+A2*y+A3*z+A3*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz((A_{1} - A_{3})x + A_{2}y + A_{0}z)(z + t)(A_{1}x + A_{2}y + A_{3}z + A_{3}t)(x + t)(y + t)	8
354	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A3*y+A0*z)"", ""(A2*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A3*y+A0*z+A1*t)""]"	Q(parameters)		xyz(A_{0}x + A_{3}y + A_{0}z)(A_{2}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{3}y + A_{0}z + A_{1}t)	8
355	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(A0*x+A2*y+A2*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)t(A_{0}x + A_{2}y + A_{2}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
356	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(z+t)"", ""(A3*x+A1*y+A2*z+A2*t)""]"	Q(parameters)		xy(x + t)(y + t)z(A_{0}x + A_{1}y + A_{2}z)(z + t)(A_{3}x + A_{1}y + A_{2}z + A_{2}t)	8
357	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""((-A0+A1)*x+A2*y+A1*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t((-A_{0} + A_{1})x + A_{2}y + A_{1}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
358	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""(A0*x+A2*y+A3*t)"", ""((A0-A2)*x+(-A2+A3)*z+(-A2+A3)*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t(A_{0}x + A_{2}y + A_{3}t)((A_{0} - A_{2})x + (-A_{2} + A_{3})z + (-A_{2} + A_{3})t)(x + y + z + t)	8
359	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""((A2-A3)*x+(A2-A3)*y+A3*t)"", ""(x+y+z+t)"", ""(A0*x+A2*y+A3*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt((A_{2} - A_{3})x + (A_{2} - A_{3})y + A_{3}t)(x + y + z + t)(A_{0}x + A_{2}y + A_{3}z + A_{3}t)	8
360	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(z+t)"", ""(A0*x+A3*y+A3*z+A3*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(z + t)(A_{0}x + A_{3}y + A_{3}z + A_{3}t)(x + t)(y + t)	8
361	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""((A0-A2)*x+(A1-A2)*y+(A1-A2)*t)"", ""t"", ""(x+y+z+t)"", ""(A1*y+A3*z+A3*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)((A_{0} - A_{2})x + (A_{1} - A_{2})y + (A_{1} - A_{2})t)t(x + y + z + t)(A_{1}y + A_{3}z + A_{3}t)	8
362	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(A0*x+A1*y-A1*z)"", ""z"", ""(z+t)"", ""(A0*x+A2*y+A3*z+(A0+A3)*t)""]"	Q(parameters)		xy(y + t)(x + t)(A_{0}x + A_{1}y - A_{1}z)z(z + t)(A_{0}x + A_{2}y + A_{3}z + (A_{0} + A_{3})t)	8
363	parsed	"[""x"", ""y"", ""((-A2+A3)*x+A0*y+A0*z)"", ""z"", ""t"", ""(A1*x+A2*y+A3*t)"", ""(x+y+z+t)"", ""(A2*x+A2*y+(-A0+A3)*z+A3*t)""]"	Q(parameters)		xy((-A_{2} + A_{3})x + A_{0}y + A_{0}z)zt(A_{1}x + A_{2}y + A_{3}t)(x + y + z + t)(A_{2}x + A_{2}y + (-A_{0} + A_{3})z + A_{3}t)	8
364	parsed	"[""x"", ""y"", ""z"", ""(A0*x+(A2-A3)*y+A3*z)"", ""(z+t)"", ""(A1*x+A2*y+A3*z+A3*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + (A_{2} - A_{3})y + A_{3}z)(z + t)(A_{1}x + A_{2}y + A_{3}z + A_{3}t)(x + t)(y + t)	8
365	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""(A3*x+(A0-A2)*y+A3*t)"", ""(A0*x+A0*y+A2*z+A3*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz(A_{3}x + (A_{0} - A_{2})y + A_{3}t)(A_{0}x + A_{0}y + A_{2}z + A_{3}t)t(x + y + z + t)	8
